[0.021s][info][class,load] java.lang.Object source: jrt:/java.base
[0.846s][info][class,load] javax.xml.parsers.FactoryFinder$1 source: jrt:/java.xml
[0.846s][info][class,load] javax.xml.parsers.FactoryFinder$$Lambda$156/0x00000001001e0888 source: javax.xml.parsers.FactoryFinder
[0.846s][info][class,load] jdk.xml.internal.SecuritySupport$$Lambda$157/0x00000001001e0ab0 source: jdk.xml.internal.SecuritySupport
[0.847s][info][class,load] com.sun.org.apache.xerces.internal.jaxp.SAXParserFactoryImpl source: jrt:/java.xml
[0.847s][info][class,load] javax.xml.parsers.FactoryFinder$$Lambda$158/0x00000001001e0f38 source: javax.xml.parsers.FactoryFinder
[0.847s][info][class,load] com.sun.org.apache.xerces.internal.jaxp.JAXPConstants source: jrt:/java.xml
[0.847s][info][class,load] com.sun.org.apache.xerces.internal.xs.PSVIProvider source: jrt:/java.xml
[0.847s][info][class,load] javax.xml.parsers.SAXParser source: jrt:/java.xml
[0.847s][info][class,load] com.sun.org.apache.xerces.internal.jaxp.SAXParserImpl source: jrt:/java.xml
[0.847s][info][class,load] com.sun.org.apache.xerces.internal.utils.XMLSecurityManager source: jrt:/java.xml
[0.847s][info][class,load] com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$Limit source: jrt:/java.xml
[0.847s][info][class,load] jdk.xml.internal.JdkProperty$State source: jrt:/java.xml
[0.848s][info][class,load] jdk.xml.internal.SecuritySupport$$Lambda$159/0x00000001001e2580 source: jdk.xml.internal.SecuritySupport
[0.848s][info][class,load] com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$NameMap source: jrt:/java.xml
[0.848s][info][class,load] com.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager source: jrt:/java.xml
[0.848s][info][class,load] com.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$State source: jrt:/java.xml
[0.848s][info][class,load] com.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$Property source: jrt:/java.xml
[0.848s][info][class,load] org.xml.sax.Parser source: jrt:/java.xml
[0.848s][info][class,load] org.xml.sax.XMLReader source: jrt:/java.xml
[0.849s][info][class,load] com.sun.org.apache.xerces.internal.xni.XMLDocumentHandler source: jrt:/java.xml
[0.849s][info][class,load] com.sun.org.apache.xerces.internal.xni.XMLDTDHandler source: jrt:/java.xml
[0.849s][info][class,load] com.sun.org.apache.xerces.internal.xni.XMLDTDContentModelHandler source: jrt:/java.xml
[0.849s][info][class,load] com.sun.org.apache.xerces.internal.parsers.XMLParser source: jrt:/java.xml
[0.849s][info][class,load] com.sun.org.apache.xerces.internal.parsers.AbstractXMLDocumentParser source: jrt:/java.xml
[0.849s][info][class,load] com.sun.org.apache.xerces.internal.parsers.AbstractSAXParser source: jrt:/java.xml
[0.849s][info][class,load] com.sun.org.apache.xerces.internal.parsers.SAXParser source: jrt:/java.xml
[0.849s][info][class,load] com.sun.org.apache.xerces.internal.jaxp.SAXParserImpl$JAXPSAXParser source: jrt:/java.xml
[0.849s][info][class,load] com.sun.org.apache.xerces.internal.xni.parser.XMLComponentManager source: jrt:/java.xml
[0.849s][info][class,load] com.sun.org.apache.xerces.internal.xni.parser.XMLParserConfiguration source: jrt:/java.xml
[0.849s][info][class,load] com.sun.org.apache.xerces.internal.xni.parser.XMLPullParserConfiguration source: jrt:/java.xml
[0.849s][info][class,load] com.sun.org.apache.xerces.internal.parsers.XML11Configurable source: jrt:/java.xml
[0.849s][info][class,load] com.sun.org.apache.xerces.internal.util.ParserConfigurationSettings source: jrt:/java.xml
[0.849s][info][class,load] com.sun.org.apache.xerces.internal.parsers.XML11Configuration source: jrt:/java.xml
[0.849s][info][class,load] com.sun.org.apache.xerces.internal.parsers.XIncludeAwareParserConfiguration source: jrt:/java.xml
[0.849s][info][class,load] jdk.xml.internal.JdkXmlUtils source: jrt:/java.xml
[0.850s][info][class,load] javax.xml.catalog.CatalogFeatures$Feature source: jrt:/java.xml
[0.850s][info][class,load] jdk.xml.internal.JdkConstants source: jrt:/java.xml
[0.850s][info][class,load] com.sun.org.apache.xerces.internal.util.SymbolTable source: jrt:/java.xml
[0.850s][info][class,load] com.sun.org.apache.xerces.internal.util.SymbolTable$Entry source: jrt:/java.xml
[0.850s][info][class,load] com.sun.org.apache.xerces.internal.xni.parser.XMLComponent source: jrt:/java.xml
[0.850s][info][class,load] com.sun.org.apache.xerces.internal.xni.parser.XMLEntityResolver source: jrt:/java.xml
[0.850s][info][class,load] com.sun.org.apache.xerces.internal.impl.XMLEntityManager source: jrt:/java.xml
[0.851s][info][class,load] com.sun.org.apache.xerces.internal.xni.XMLResourceIdentifier source: jrt:/java.xml
[0.851s][info][class,load] com.sun.org.apache.xerces.internal.util.XMLResourceIdentifierImpl source: jrt:/java.xml
[0.851s][info][class,load] com.sun.org.apache.xerces.internal.xni.Augmentations source: jrt:/java.xml
[0.851s][info][class,load] com.sun.org.apache.xerces.internal.util.AugmentationsImpl source: jrt:/java.xml
[0.851s][info][class,load] com.sun.org.apache.xerces.internal.util.AugmentationsImpl$AugmentationsItemsContainer source: jrt:/java.xml
[0.851s][info][class,load] com.sun.org.apache.xerces.internal.util.AugmentationsImpl$SmallContainer source: jrt:/java.xml
[0.851s][info][class,load] com.sun.xml.internal.stream.XMLEntityStorage source: jrt:/java.xml
[0.851s][info][class,load] com.sun.org.apache.xerces.internal.xni.XMLLocator source: jrt:/java.xml
[0.851s][info][class,load] com.sun.org.apache.xerces.internal.impl.XMLEntityScanner source: jrt:/java.xml
[0.851s][info][class,load] com.sun.org.apache.xerces.internal.impl.XMLEntityScanner$1 source: jrt:/java.xml
[0.851s][info][class,load] com.sun.org.apache.xerces.internal.impl.XMLErrorReporter source: jrt:/java.xml
[0.852s][info][class,load] com.sun.org.apache.xerces.internal.xni.parser.XMLDocumentSource source: jrt:/java.xml
[0.852s][info][class,load] com.sun.org.apache.xerces.internal.xni.parser.XMLDocumentScanner source: jrt:/java.xml
[0.852s][info][class,load] com.sun.org.apache.xerces.internal.impl.XMLEntityHandler source: jrt:/java.xml
[0.852s][info][class,load] com.sun.xml.internal.stream.XMLBufferListener source: jrt:/java.xml
[0.852s][info][class,load] com.sun.org.apache.xerces.internal.impl.XMLScanner source: jrt:/java.xml
[0.852s][info][class,load] com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl source: jrt:/java.xml
[0.852s][info][class,load] com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl source: jrt:/java.xml
[0.852s][info][class,load] com.sun.org.apache.xerces.internal.impl.XMLNSDocumentScannerImpl source: jrt:/java.xml
[0.852s][info][class,load] com.sun.org.apache.xerces.internal.xni.XMLString source: jrt:/java.xml
[0.852s][info][class,load] com.sun.org.apache.xerces.internal.util.XMLStringBuffer source: jrt:/java.xml
[0.852s][info][class,load] com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl$ElementStack source: jrt:/java.xml
[0.852s][info][class,load] com.sun.org.apache.xerces.internal.xni.QName source: jrt:/java.xml
[0.852s][info][class,load] com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl$ElementStack2 source: jrt:/java.xml
[0.852s][info][class,load] com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl$Driver source: jrt:/java.xml
[0.852s][info][class,load] com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl$FragmentContentDriver source: jrt:/java.xml
[0.852s][info][class,load] com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$ContentDriver source: jrt:/java.xml
[0.852s][info][class,load] com.sun.org.apache.xerces.internal.impl.XMLNSDocumentScannerImpl$NSContentDriver source: jrt:/java.xml
[0.853s][info][class,load] com.sun.org.apache.xerces.internal.xni.XMLAttributes source: jrt:/java.xml
[0.853s][info][class,load] com.sun.org.apache.xerces.internal.util.XMLAttributesImpl source: jrt:/java.xml
[0.853s][info][class,load] com.sun.org.apache.xerces.internal.util.XMLAttributesIteratorImpl source: jrt:/java.xml
[0.853s][info][class,load] com.sun.org.apache.xerces.internal.util.XMLAttributesImpl$Attribute source: jrt:/java.xml
[0.853s][info][class,load] com.sun.org.apache.xerces.internal.xni.NamespaceContext source: jrt:/java.xml
[0.853s][info][class,load] com.sun.org.apache.xerces.internal.util.NamespaceSupport source: jrt:/java.xml
[0.853s][info][class,load] com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$XMLDeclDriver source: jrt:/java.xml
[0.853s][info][class,load] com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$PrologDriver source: jrt:/java.xml
[0.853s][info][class,load] com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$TrailingMiscDriver source: jrt:/java.xml
[0.853s][info][class,load] com.sun.org.apache.xerces.internal.xni.grammars.XMLGrammarDescription source: jrt:/java.xml
[0.853s][info][class,load] com.sun.org.apache.xerces.internal.xni.grammars.XMLDTDDescription source: jrt:/java.xml
[0.853s][info][class,load] com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDDescription source: jrt:/java.xml
[0.853s][info][class,load] com.sun.org.apache.xerces.internal.xni.parser.XMLDTDSource source: jrt:/java.xml
[0.853s][info][class,load] com.sun.org.apache.xerces.internal.xni.parser.XMLDTDContentModelSource source: jrt:/java.xml
[0.853s][info][class,load] com.sun.org.apache.xerces.internal.xni.parser.XMLDTDScanner source: jrt:/java.xml
[0.853s][info][class,load] com.sun.org.apache.xerces.internal.impl.XMLDTDScannerImpl source: jrt:/java.xml
[0.853s][info][class,load] com.sun.org.apache.xerces.internal.xni.parser.XMLDTDFilter source: jrt:/java.xml
[0.853s][info][class,load] com.sun.org.apache.xerces.internal.xni.parser.XMLDTDContentModelFilter source: jrt:/java.xml
[0.853s][info][class,load] com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDProcessor source: jrt:/java.xml
[0.854s][info][class,load] com.sun.org.apache.xerces.internal.impl.dtd.XMLEntityDecl source: jrt:/java.xml
[0.854s][info][class,load] com.sun.org.apache.xerces.internal.xni.parser.XMLDocumentFilter source: jrt:/java.xml
[0.854s][info][class,load] com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidatorFilter source: jrt:/java.xml
[0.854s][info][class,load] com.sun.org.apache.xerces.internal.impl.RevalidationHandler source: jrt:/java.xml
[0.854s][info][class,load] com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator source: jrt:/java.xml
[0.854s][info][class,load] com.sun.org.apache.xerces.internal.impl.dtd.XMLNSDTDValidator source: jrt:/java.xml
[0.854s][info][class,load] com.sun.org.apache.xerces.internal.impl.dv.ValidationContext source: jrt:/java.xml
[0.854s][info][class,load] com.sun.org.apache.xerces.internal.impl.validation.ValidationState source: jrt:/java.xml
[0.854s][info][class,load] com.sun.org.apache.xerces.internal.impl.dtd.XMLElementDecl source: jrt:/java.xml
[0.854s][info][class,load] com.sun.org.apache.xerces.internal.impl.dtd.XMLSimpleType source: jrt:/java.xml
[0.854s][info][class,load] com.sun.org.apache.xerces.internal.impl.dtd.XMLAttributeDecl source: jrt:/java.xml
[0.854s][info][class,load] com.sun.org.apache.xerces.internal.impl.dtd.DTDGrammarBucket source: jrt:/java.xml
[0.854s][info][class,load] com.sun.org.apache.xerces.internal.impl.dv.DTDDVFactory source: jrt:/java.xml
[0.855s][info][class,load] com.sun.org.apache.xerces.internal.impl.dv.dtd.DTDDVFactoryImpl source: jrt:/java.xml
[0.855s][info][class,load] com.sun.org.apache.xerces.internal.impl.dv.DatatypeValidator source: jrt:/java.xml
[0.855s][info][class,load] com.sun.org.apache.xerces.internal.impl.dv.dtd.StringDatatypeValidator source: jrt:/java.xml
[0.855s][info][class,load] com.sun.org.apache.xerces.internal.impl.dv.dtd.IDDatatypeValidator source: jrt:/java.xml
[0.855s][info][class,load] com.sun.org.apache.xerces.internal.impl.dv.dtd.IDREFDatatypeValidator source: jrt:/java.xml
[0.855s][info][class,load] com.sun.org.apache.xerces.internal.impl.dv.dtd.ListDatatypeValidator source: jrt:/java.xml
[0.855s][info][class,load] com.sun.org.apache.xerces.internal.impl.dv.dtd.ENTITYDatatypeValidator source: jrt:/java.xml
[0.855s][info][class,load] com.sun.org.apache.xerces.internal.impl.dv.dtd.NOTATIONDatatypeValidator source: jrt:/java.xml
[0.855s][info][class,load] com.sun.org.apache.xerces.internal.impl.dv.dtd.NMTOKENDatatypeValidator source: jrt:/java.xml
[0.855s][info][class,load] com.sun.org.apache.xerces.internal.impl.validation.ValidationManager source: jrt:/java.xml
[0.855s][info][class,load] com.sun.org.apache.xerces.internal.impl.XMLVersionDetector source: jrt:/java.xml
[0.855s][info][class,load] com.sun.org.apache.xerces.internal.util.MessageFormatter source: jrt:/java.xml
[0.855s][info][class,load] com.sun.org.apache.xerces.internal.impl.msg.XMLMessageFormatter source: jrt:/java.xml
[0.855s][info][class,load] com.sun.org.apache.xerces.internal.util.PropertyState source: jrt:/java.xml
[0.855s][info][class,load] com.sun.org.apache.xerces.internal.util.Status source: jrt:/java.xml
[0.855s][info][class,load] com.sun.org.apache.xerces.internal.util.FeatureState source: jrt:/java.xml
[0.855s][info][class,load] org.xml.sax.AttributeList source: jrt:/java.xml
[0.855s][info][class,load] org.xml.sax.Attributes source: jrt:/java.xml
[0.855s][info][class,load] org.xml.sax.ext.Attributes2 source: jrt:/java.xml
[0.855s][info][class,load] com.sun.org.apache.xerces.internal.parsers.AbstractSAXParser$AttributesProxy source: jrt:/java.xml
[0.856s][info][class,load] javax.xml.catalog.CatalogFeatures source: jrt:/java.xml
[0.856s][info][class,load] javax.xml.catalog.CatalogFeatures$Builder source: jrt:/java.xml
[0.856s][info][class,load] javax.xml.catalog.Util source: jrt:/java.xml
[0.856s][info][class,load] javax.xml.catalog.CatalogMessages source: jrt:/java.xml
[0.856s][info][class,load] javax.xml.catalog.CatalogFeatures$State source: jrt:/java.xml
[0.856s][info][class,load] java.util.HashMap$EntrySpliterator source: jrt:/java.base
[0.856s][info][class,load] javax.xml.catalog.CatalogFeatures$$Lambda$160/0x00000001001f6cd8 source: javax.xml.catalog.CatalogFeatures
[0.856s][info][class,load] javax.xml.catalog.CatalogManager source: jrt:/java.xml
[0.856s][info][class,load] javax.xml.catalog.Catalog source: jrt:/java.xml
[0.857s][info][class,load] javax.xml.catalog.BaseEntry source: jrt:/java.xml
[0.857s][info][class,load] javax.xml.catalog.GroupEntry source: jrt:/java.xml
[0.857s][info][class,load] javax.xml.catalog.CatalogImpl source: jrt:/java.xml
[0.857s][info][class,load] javax.xml.catalog.BaseEntry$CatalogEntryType source: jrt:/java.xml
[0.857s][info][class,load] javax.xml.catalog.GroupEntry$ResolveType source: jrt:/java.xml
[0.857s][info][class,load] javax.xml.catalog.GroupEntry$PreferType source: jrt:/java.xml
[0.857s][info][class,load] javax.xml.transform.URIResolver source: jrt:/java.xml
[0.857s][info][class,load] javax.xml.catalog.CatalogReader source: jrt:/java.xml
[0.857s][info][class,load] org.xml.sax.InputSource source: jrt:/java.xml
[0.857s][info][class,load] org.xml.sax.ext.EntityResolver2 source: jrt:/java.xml
[0.857s][info][class,load] com.sun.org.apache.xerces.internal.util.EntityResolverWrapper source: jrt:/java.xml
[0.857s][info][class,load] com.sun.org.apache.xerces.internal.impl.ExternalSubsetResolver source: jrt:/java.xml
[0.857s][info][class,load] com.sun.org.apache.xerces.internal.xni.parser.XMLErrorHandler source: jrt:/java.xml
[0.857s][info][class,load] com.sun.org.apache.xerces.internal.util.ErrorHandlerWrapper source: jrt:/java.xml
[0.857s][info][class,load] com.sun.org.apache.xerces.internal.xni.parser.XMLInputSource source: jrt:/java.xml
[0.857s][info][class,load] com.sun.org.apache.xerces.internal.utils.XMLLimitAnalyzer source: jrt:/java.xml
[0.858s][info][class,load] com.sun.org.apache.xerces.internal.util.URI source: jrt:/java.xml
[0.858s][info][class,load] java.net.HttpURLConnection source: jrt:/java.base
[0.858s][info][class,load] com.sun.org.apache.xerces.internal.impl.XMLEntityManager$RewindableInputStream source: jrt:/java.xml
[0.858s][info][class,load] com.sun.org.apache.xerces.internal.impl.XMLEntityManager$EncodingInfo source: jrt:/java.xml
[0.858s][info][class,load] com.sun.org.apache.xerces.internal.impl.io.UTF8Reader source: jrt:/java.xml
[0.858s][info][class,load] com.sun.xml.internal.stream.util.ThreadLocalBufferAllocator source: jrt:/java.xml
[0.858s][info][class,load] com.sun.xml.internal.stream.util.BufferAllocator source: jrt:/java.xml
[0.858s][info][class,load] com.sun.xml.internal.stream.Entity source: jrt:/java.xml
[0.858s][info][class,load] com.sun.xml.internal.stream.Entity$ScannedEntity source: jrt:/java.xml
[0.858s][info][class,load] com.sun.org.apache.xerces.internal.util.XMLChar source: jrt:/java.xml
[0.859s][info][class,load] com.sun.org.apache.xerces.internal.util.XMLSymbols source: jrt:/java.xml
[0.859s][info][class,load] org.xml.sax.Locator source: jrt:/java.xml
[0.859s][info][class,load] org.xml.sax.ext.Locator2 source: jrt:/java.xml
[0.859s][info][class,load] com.sun.org.apache.xerces.internal.parsers.AbstractSAXParser$LocatorProxy source: jrt:/java.xml
[0.859s][info][class,load] com.sun.org.apache.xerces.internal.impl.XMLScanner$NameType source: jrt:/java.xml
[0.859s][info][class,load] com.sun.org.apache.xerces.internal.impl.Constants source: jrt:/java.xml
[0.860s][info][class,load] com.sun.org.apache.xerces.internal.impl.Constants$ArrayEnumeration source: jrt:/java.xml
[0.860s][info][class,load] javax.xml.catalog.CatalogEntry source: jrt:/java.xml
[0.860s][info][class,load] javax.xml.catalog.Normalizer source: jrt:/java.xml
[0.860s][info][class,load] javax.xml.catalog.CatalogReader$1 source: jrt:/java.xml
[0.860s][info][class,load] javax.xml.catalog.PublicEntry source: jrt:/java.xml
[0.860s][info][class,load] javax.xml.catalog.SystemEntry source: jrt:/java.xml
[0.860s][info][class,load] java.io.CharConversionException source: jrt:/java.base
[0.860s][info][class,load] com.sun.org.apache.xerces.internal.impl.io.MalformedByteSequenceException source: jrt:/java.xml
[0.860s][info][class,load] javax.xml.stream.XMLResolver source: jrt:/java.xml
[0.860s][info][class,load] org.w3c.dom.ls.LSResourceResolver source: jrt:/java.xml
[0.860s][info][class,load] javax.xml.catalog.CatalogResolver source: jrt:/java.xml
[0.860s][info][class,load] javax.xml.catalog.CatalogResolverImpl source: jrt:/java.xml
[0.861s][info][class,load] java.util.Formatter source: jrt:/java.base
[0.861s][info][class,load] java.util.regex.Pattern$BmpCharPredicate$$Lambda$161/0x00000001001fe718 source: java.util.regex.Pattern
[0.861s][info][class,load] java.util.Formatter$FormatString source: jrt:/java.base
[0.861s][info][class,load] java.util.Formatter$FixedString source: jrt:/java.base
[0.861s][info][class,load] java.util.Formatter$Conversion source: jrt:/java.base
[0.861s][info][class,load] java.util.Formatter$FormatSpecifier source: jrt:/java.base
[0.861s][info][class,load] java.util.Formatter$Flags source: jrt:/java.base
[0.861s][info][class,load] java.util.Formattable source: jrt:/java.base
[0.861s][info][class,load] jakarta.servlet.Servlet source: file:/tmp/winstone15731488839232167874.jar
[0.862s][info][class,load] org.eclipse.jetty.xml.BaseClassCatalog source: file:/tmp/winstone15731488839232167874.jar
[0.862s][info][class,load] org.eclipse.jetty.xml.BaseClassCatalog$CatalogReader source: file:/tmp/winstone15731488839232167874.jar
[0.862s][info][class,load] javax.xml.parsers.ParserConfigurationException source: jrt:/java.xml
[0.862s][info][class,load] javax.xml.parsers.DocumentBuilderFactory source: jrt:/java.xml
[0.862s][info][class,load] com.sun.org.apache.xerces.internal.jaxp.DocumentBuilderFactoryImpl source: jrt:/java.xml
[0.862s][info][class,load] javax.xml.parsers.DocumentBuilder source: jrt:/java.xml
[0.862s][info][class,load] com.sun.org.apache.xerces.internal.jaxp.DocumentBuilderImpl source: jrt:/java.xml
[0.862s][info][class,load] com.sun.org.apache.xerces.internal.parsers.AbstractDOMParser source: jrt:/java.xml
[0.862s][info][class,load] com.sun.org.apache.xerces.internal.parsers.DOMParser source: jrt:/java.xml
[0.864s][info][class,load] org.w3c.dom.Node source: jrt:/java.xml
[0.864s][info][class,load] com.sun.org.apache.xerces.internal.dom.DeferredNode source: jrt:/java.xml
[0.864s][info][class,load] org.w3c.dom.traversal.DocumentTraversal source: jrt:/java.xml
[0.864s][info][class,load] org.w3c.dom.events.DocumentEvent source: jrt:/java.xml
[0.864s][info][class,load] org.w3c.dom.ranges.DocumentRange source: jrt:/java.xml
[0.864s][info][class,load] org.w3c.dom.Document source: jrt:/java.xml
[0.864s][info][class,load] org.w3c.dom.NodeList source: jrt:/java.xml
[0.864s][info][class,load] org.w3c.dom.events.EventTarget source: jrt:/java.xml
[0.864s][info][class,load] com.sun.org.apache.xerces.internal.dom.NodeImpl source: jrt:/java.xml
[0.864s][info][class,load] com.sun.org.apache.xerces.internal.dom.ChildNode source: jrt:/java.xml
[0.864s][info][class,load] com.sun.org.apache.xerces.internal.dom.ParentNode source: jrt:/java.xml
[0.864s][info][class,load] com.sun.org.apache.xerces.internal.dom.CoreDocumentImpl source: jrt:/java.xml
[0.864s][info][class,load] com.sun.org.apache.xerces.internal.dom.DocumentImpl source: jrt:/java.xml
[0.864s][info][class,load] com.sun.org.apache.xerces.internal.dom.DeferredDocumentImpl source: jrt:/java.xml
[0.865s][info][class,load] org.w3c.dom.DocumentType source: jrt:/java.xml
[0.865s][info][class,load] com.sun.org.apache.xerces.internal.dom.DocumentTypeImpl source: jrt:/java.xml
[0.865s][info][class,load] org.w3c.dom.Element source: jrt:/java.xml
[0.865s][info][class,load] org.w3c.dom.ElementTraversal source: jrt:/java.xml
[0.865s][info][class,load] org.w3c.dom.TypeInfo source: jrt:/java.xml
[0.865s][info][class,load] com.sun.org.apache.xerces.internal.dom.ElementImpl source: jrt:/java.xml
[0.865s][info][class,load] com.sun.org.apache.xerces.internal.dom.NodeListCache source: jrt:/java.xml
[0.865s][info][class,load] com.sun.org.apache.xerces.internal.dom.DeferredDocumentImpl$RefCount source: jrt:/java.xml
[0.867s][info][class,load] com.sun.org.apache.xerces.internal.dom.ElementNSImpl source: jrt:/java.xml
[0.867s][info][class,load] com.sun.org.apache.xerces.internal.dom.DeferredElementNSImpl source: jrt:/java.xml
[0.867s][info][class,load] com.sun.org.apache.xerces.internal.dom.DeepNodeListImpl source: jrt:/java.xml
[0.867s][info][class,load] org.w3c.dom.CharacterData source: jrt:/java.xml
[0.867s][info][class,load] org.w3c.dom.Text source: jrt:/java.xml
[0.867s][info][class,load] com.sun.org.apache.xerces.internal.dom.CharacterDataImpl source: jrt:/java.xml
[0.867s][info][class,load] com.sun.org.apache.xerces.internal.dom.TextImpl source: jrt:/java.xml
[0.867s][info][class,load] com.sun.org.apache.xerces.internal.dom.DeferredTextImpl source: jrt:/java.xml
[0.867s][info][class,load] com.sun.org.apache.xerces.internal.dom.CharacterDataImpl$1 source: jrt:/java.xml
[0.867s][info][class,load] org.w3c.dom.Comment source: jrt:/java.xml
[0.867s][info][class,load] com.sun.org.apache.xerces.internal.dom.CommentImpl source: jrt:/java.xml
[0.867s][info][class,load] com.sun.org.apache.xerces.internal.dom.DeferredCommentImpl source: jrt:/java.xml
[0.867s][info][class,load] org.w3c.dom.NamedNodeMap source: jrt:/java.xml
[0.867s][info][class,load] com.sun.org.apache.xerces.internal.dom.NamedNodeMapImpl source: jrt:/java.xml
[0.867s][info][class,load] com.sun.org.apache.xerces.internal.dom.AttributeMap source: jrt:/java.xml
[0.868s][info][class,load] org.w3c.dom.Attr source: jrt:/java.xml
[0.868s][info][class,load] com.sun.org.apache.xerces.internal.dom.AttrImpl source: jrt:/java.xml
[0.868s][info][class,load] com.sun.org.apache.xerces.internal.dom.AttrNSImpl source: jrt:/java.xml
[0.868s][info][class,load] com.sun.org.apache.xerces.internal.dom.DeferredAttrNSImpl source: jrt:/java.xml
[0.870s][info][class,load] org.eclipse.jetty.io.IOResources source: file:/tmp/winstone15731488839232167874.jar
[0.870s][info][class,load] org.eclipse.jetty.io.RuntimeIOException source: file:/tmp/winstone15731488839232167874.jar
[0.871s][info][class,load] org.eclipse.jetty.xml.XmlParser$Node source: file:/tmp/winstone15731488839232167874.jar
[0.871s][info][class,load] org.eclipse.jetty.xml.XmlParser$NoopHandler source: file:/tmp/winstone15731488839232167874.jar
[0.871s][info][class,load] org.eclipse.jetty.xml.XmlParser$Attribute source: file:/tmp/winstone15731488839232167874.jar
[0.874s][info][class,load] org.eclipse.jetty.ee9.webapp.MetaData$Complete source: file:/tmp/winstone15731488839232167874.jar
[0.874s][info][class,load] java.nio.channels.Channels source: jrt:/java.base
[0.874s][info][class,load] sun.nio.ch.ChannelInputStream source: jrt:/java.base
[0.877s][info][class,load] org.eclipse.jetty.util.resource.ResourceUriPatternPredicate source: file:/tmp/winstone15731488839232167874.jar
[0.877s][info][class,load] org.eclipse.jetty.util.UriPatternPredicate source: file:/tmp/winstone15731488839232167874.jar
[0.877s][info][class,load] java.nio.file.Files$AcceptAllFilter source: jrt:/java.base
[0.878s][info][class,load] java.nio.file.SecureDirectoryStream source: jrt:/java.base
[0.878s][info][class,load] sun.nio.fs.UnixSecureDirectoryStream source: jrt:/java.base
[0.878s][info][class,load] sun.nio.fs.UnixDirectoryStream source: jrt:/java.base
[0.878s][info][class,load] java.util.concurrent.locks.ReentrantReadWriteLock$FairSync source: jrt:/java.base
[0.878s][info][class,load] sun.nio.fs.UnixDirectoryStream$UnixDirectoryIterator source: jrt:/java.base
[0.878s][info][class,load] java.nio.file.Files$2 source: jrt:/java.base
[0.878s][info][class,load] java.nio.file.Files$$Lambda$162/0x0000000100207d98 source: java.nio.file.Files
[0.878s][info][class,load] org.eclipse.jetty.util.resource.PathResource$$Lambda$163/0x0000000100240d28 source: org.eclipse.jetty.util.resource.PathResource
[0.878s][info][class,load] org.eclipse.jetty.util.resource.PathResource$$Lambda$164/0x0000000100240f68 source: org.eclipse.jetty.util.resource.PathResource
[0.878s][info][class,load] java.util.stream.Collectors$$Lambda$165/0x0000000100207fc0 source: java.util.stream.Collectors
[0.879s][info][class,load] java.util.stream.Collectors$$Lambda$166/0x00000001002081f0 source: java.util.stream.Collectors
[0.880s][info][class,load] org.eclipse.jetty.ee9.webapp.MetaInfConfiguration$$Lambda$167/0x0000000100241188 source: org.eclipse.jetty.ee9.webapp.MetaInfConfiguration
[0.880s][info][class,load] org.eclipse.jetty.util.resource.ResourceCollators source: file:/tmp/winstone15731488839232167874.jar
[0.880s][info][class,load] org.eclipse.jetty.util.resource.ResourceCollators$1 source: file:/tmp/winstone15731488839232167874.jar
[0.880s][info][class,load] java.text.Collator source: jrt:/java.base
[0.880s][info][class,load] sun.text.resources.CollationData source: jrt:/java.base
[0.881s][info][class,load] java.text.RuleBasedCollator source: jrt:/java.base
[0.881s][info][class,load] java.text.RBCollationTables source: jrt:/java.base
[0.881s][info][class,load] java.text.RBTableBuilder source: jrt:/java.base
[0.881s][info][class,load] java.text.RBCollationTables$BuildAPI source: jrt:/java.base
[0.881s][info][class,load] sun.text.IntHashtable source: jrt:/java.base
[0.881s][info][class,load] sun.text.UCompactIntArray source: jrt:/java.base
[0.881s][info][class,load] jdk.internal.icu.impl.Norm2AllModes$NFCSingleton source: jrt:/java.base
[0.881s][info][class,load] jdk.internal.icu.impl.NormalizerImpl$UTF16Plus source: jrt:/java.base
[0.881s][info][class,load] jdk.internal.icu.text.UTF16 source: jrt:/java.base
[0.882s][info][class,load] jdk.internal.icu.lang.UCharacter source: jrt:/java.base
[0.882s][info][class,load] java.text.MergeCollation source: jrt:/java.base
[0.882s][info][class,load] java.text.PatternEntry$Parser source: jrt:/java.base
[0.882s][info][class,load] java.text.PatternEntry source: jrt:/java.base
[0.883s][info][class,load] java.text.EntryPair source: jrt:/java.base
[0.884s][info][class,load] sun.text.ComposedCharIter source: jrt:/java.base
